"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","","
Step Description:
Go to admin site > Find the customer
Check the contact status and user account
Expected Result:
Contact Status - Invited
User has a locked status

","","Contact Status - Invited
User has a locked status

","","Go to admin site > Find the customer
Check the contact status and user account",""
"C410859","Catalog  page > general view","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Check the page
Expected Result:
1. Next elements are presented:
Top section: 
- Breadcrumbs
- Category_1 name title
- Amount of items presented on the page
- Buttons View:  Grid; List
- Sort by drop-down menu
Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters
Main section:
- Relegated products to the Category_1 
Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Next elements are presented:
Top section: 
- Breadcrumbs
- Category_1 name title
- Amount of items presented on the page
- Buttons View:  Grid; List
- Sort by drop-down menu
Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters
Main section:
- Relegated products to the Category_1 
Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Check the breadcrumbs
Expected Result:
1. The breadcrumbs way should be as: Home/Catalog_1/Category_1","","1. The breadcrumbs way should be as: Home/Catalog_1/Category_1","","1. Check the breadcrumbs",""
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C410860","Catalog > Empty category page","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open the Empty category from menu (or add to URL path /c/empty-category)
2. Check the empty category page  
Expected Result:
1. Opens the Empty category page
2. Next elements of the empty category are presented:
-- Filter blocks
-- Title of the category name
-- Text '0 results'
-- Grid/list view buttons
-- 'Sort by' dropdown
-- Text 'There are no products in this category' ","","1. Opens the Empty category page
2. Next elements of the empty category are presented:
-- Filter blocks
-- Title of the category name
-- Text '0 results'
-- Grid/list view buttons
-- 'Sort by' dropdown
-- Text 'There are no products in this category' ","","1. Open the Empty category from menu (or add to URL path /c/empty-category)
2. Check the empty category page  ","Other"
"","","","","","","","","","","
Step Description:
1. Switch view mode Grid - List
Expected Result:
1. Nothing changes on the empty category page","","1. Nothing changes on the empty category page","","1. Switch view mode Grid - List",""
"C410861","Catalog > Empty category > Filters","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Enter any query in the field of 'Filter results' block
2. Click 'Go' button
Expected Result:
1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button ","","1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button ","","1. Enter any query in the field of 'Filter results' block
2. Click 'Go' button","Other"
"","","","","","","","","","","
Step Description:
1. Click on the 'Reset search' button
Expected Result:
1. The field of the 'Filtration results' block has been cleared
2. Shows empty category page with text 'There are no products in this category'","","1. The field of the 'Filtration results' block has been cleared
2. Shows empty category page with text 'There are no products in this category'","","1. Click on the 'Reset search' button",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
Expected Result:
1. Filters chips appears under the view mode buttons
2. Text output 'There are no results found'
3. 'Reset search' button under text","","1. Filters chips appears under the view mode buttons
2. Text output 'There are no results found'
3. 'Reset search' button under text","","1. Fill the checkbox of the 'In stock' filter block",""
"","","","","","","","","","","
Step Description:
1. Reset filters by chips in the filters block
Expected Result:
1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Reset filters by chips in the filters block",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
2. Click on the 'Reset search' button 
Expected Result:
1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Fill the checkbox of the 'In stock' filter block
2. Click on the 'Reset search' button ",""
"","","","","","","","","","","
Step Description:
1. Go to the any not empty category
2. Enter not relevant query in the field of 'Filter results' block
2. Click on the 'Go' button
Expected Result:
1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button","","1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button","","1. Go to the any not empty category
2. Enter not relevant query in the field of 'Filter results' block
2. Click on the 'Go' button",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
Expected Result:
1. Nothing changes on the empty category page","","1. Nothing changes on the empty category page","","1. Fill the checkbox of the 'In stock' filter block",""
"","","","","","","","","","","
Step Description:
1. Click on the 'Reset search button'
2. Check the page 
Expected Result:
1. Filters are reset
2. Shows the category page with products belong this category","","1. Filters are reset
2. Shows the category page with products belong this category","","1. Click on the 'Reset search button'
2. Check the page ",""
"C410862","Product listing","","1. Products assigned to Category_1 shown

","Medium","Catalog page","0","","Catalog page","1. Open any Catalog_1
2. Check list of products","","","","","","Other"
"C410863","MOBILE > Catalog page > breadcrumbs","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open Category_1
3. Check the breadcrumbs
Expected Result:
1. The breadcrumbs way should be as:
Home/Catalog_1","","1. The breadcrumbs way should be as:
Home/Catalog_1","","1. Open Category_1
3. Check the breadcrumbs","Other"
"C410864","MOBILE > Catalog page > general view","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open any Category
3. Check the page.
Expected Result:
1. Next elements are presented:
Top section: 
- breadcrumbs to a Category_1
- title of the Category_1
- amount of items presented on the page
- Sorting drop-down menu
- button Filters
- products from the Catalog_1

","","1. Next elements are presented:
Top section: 
- breadcrumbs to a Category_1
- title of the Category_1
- amount of items presented on the page
- Sorting drop-down menu
- button Filters
- products from the Catalog_1

","","1. Open any Category
3. Check the page.","Other"
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C410602","Catalog > Category URL prefix and breadcrumber","","","High","SEO","1","","Catalog page > SEO","","Step Description:
1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Short' URL view mode
2. Go to the store
3. Open the main Catalog_1
4. Check the URL prefix and breadcrumbs

Expected Result:
1. URL prefix  have next format: storename.com/flange-bolts
Breadcrumbers","","1. URL prefix  have next format: storename.com/flange-bolts
Breadcrumbers","","1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Short' URL view mode
2. Go to the store
3. Open the main Catalog_1
4. Check the URL prefix and breadcrumbs
","Other"
